freeThrowsMade,points,plusMinusPoints,fieldGoalsMade,PER,turnovers,USG%,gamesPlayed,reboundsDefensive,minutes,assists
174,1049,-25,387,17.066043399990274,87,22.555719950167276,71,247,2055.3,101
295,1185,530,406,27.351401133066187,145,23.85320704268337,65,230,2171.1,663
0,0,0,0,14.257979607256786,0,18.572275528227934,2,0,0.0,0
75,789,-297,306,14.37824637355223,83,19.137060317295838,81,173,1778.6,94
105,785,99,276,14.181085143621956,90,17.354848286179724,77,260,1942.6,145
1,1,-3,0,-22.390825688073395,2,36.494565938677006,13,1,10.9,1
190,1179,175,463,18.55881083099906,154,20.432934634909344,78,333,2677.5,371
164,705,231,229,19.82612977318404,132,25.29531121870424,67,171,1393.2,274
137,917,36,363,22.92344059761528,82,27.46600846266829,58,107,1392.2,220
22,173,-47,63,13.058366819176452,22,17.834687521806693,82,94,502.7,28
47,304,-191,127,12.603499053030305,26,23.28042834526984,51,69,633.6,18
92,315,156,96,15.043683052090978,59,20.262508424331426,41,77,817.8,178
17,166,-44,67,14.104533730158732,27,16.306966520221092,37,72,504.0,50
217,1296,21,484,18.246359353970387,166,25.8569557536478,80,252,2377.6,359
8,95,-26,33,12.360558982266769,5,14.158141489157074,22,27,259.4,13
12,512,219,180,15.59786960229475,30,14.758152757935504,82,169,1289.9,71
178,1141,89,404,15.082847636437409,106,19.04819369010468,80,240,2464.5,119
18,99,-5,37,12.385647611157143,18,12.657942939994845,52,45,362.1,53
1,5,-15,2,7.4453633217993085,0,8.559536138862669,14,2,28.9,0
29,115,-50,43,20.49672331154684,16,19.66894489833125,10,59,229.5,4
94,648,165,251,20.797382501219708,56,20.957497818886186,74,199,1229.8,77
103,510,83,181,18.81676400087165,66,26.656509679085406,45,73,917.8,144
51,429,-85,163,12.061822343324248,70,25.140342984204256,31,69,917.5,113
51,497,93,168,15.766584158415842,31,22.491937159589035,50,118,929.2,25
71,501,-341,215,16.152497814958174,48,13.432159006978386,67,294,1601.8,40
3,5,-8,1,18.952330827067662,0,18.150671401467296,8,2,13.3,1
4,146,-25,57,6.301743375174334,32,14.501464635044943,51,80,573.6,23
22,206,-43,75,15.25585867620751,17,20.878279529013756,26,52,447.2,39
11,102,-33,42,20.971615483045426,20,15.77160925932346,64,82,312.6,51
29,319,38,111,8.610719408824165,61,12.66238531121065,67,89,1380.3,204
116,552,-232,218,15.033404662368037,96,19.774819005911752,81,302,1411.3,57
124,789,-111,310,14.671335967059871,68,18.18889940793718,57,263,1797.2,82
12,188,-35,71,17.94448641655886,6,19.76403473292572,21,57,386.5,41
27,209,-47,76,11.413805796135913,29,17.370479153197294,25,63,600.4,38
0,6,1,3,8.099107142857143,0,23.215924736117486,8,3,16.8,2
381,1616,138,574,21.25323268524325,204,35.859523542782654,66,247,2232.2,264
65,402,-128,145,17.2948749718405,56,19.126273457268105,30,109,887.8,93
3,7,-7,2,9.262285714285712,3,23.54159848105937,5,1,21.0,2
66,212,-130,73,12.93410737527115,31,10.296592997986918,72,129,922.0,50
0,0,0,0,14.257979607256786,0,18.572275528227934,1,0,0.0,0
102,496,-94,163,13.932686274509804,106,18.166705912843536,58,131,1428.0,287
0,0,1,0,29.729499999999994,0,0.0,4,0,2.0,0
11,52,-16,20,8.114418758256276,9,22.270164814996765,69,18,151.4,6
78,424,-125,154,14.592054940051604,80,16.13337940126584,81,156,1317.8,268
211,1069,138,429,16.329443263014632,150,23.15267970223537,82,358,2351.2,91
108,841,-278,366,22.143498605662423,93,15.7137308326567,75,513,2115.7,147
79,343,-3,126,15.34800534188034,43,16.9555910944113,81,75,936.0,114
5,23,-12,8,13.88354411764706,7,18.26926840167747,8,7,68.0,17
0,0,-1,0,0.0,0,0.0,4,0,3.1,0
20,105,-39,39,13.447051838980594,13,12.195642033480922,39,32,345.3,11
13,152,13,49,11.693150614754096,19,15.484586538023326,45,34,390.4,18
4,32,8,14,13.036417410714282,5,21.48679797927816,26,26,89.6,2
0,2,-3,1,5.237014925373133,1,9.947377390178657,4,1,13.4,0
26,117,-88,45,17.83606500956023,16,20.16539151880729,59,28,261.5,17
148,1042,-30,447,14.987383243041275,154,26.494552767572888,82,495,2141.2,118
37,269,6,100,18.61589303733603,22,24.071913857351863,38,90,495.5,35
5,114,-29,54,19.706493432324383,11,12.647171786603728,47,46,350.2,50
26,249,-257,104,11.537158619182868,60,14.076663659970102,46,118,915.4,81
64,320,-12,128,11.977895448400185,51,12.423609947687504,80,247,1331.4,19
50,394,112,172,13.599728150181525,58,16.718625109058227,73,99,1129.3,140
0,0,-4,0,-7.091842105263157,1,7.763878599470258,8,2,11.4,0
8,104,-87,48,11.782042553191491,22,12.294462533181427,54,60,470.0,10
40,423,48,158,10.18341512890983,58,13.142580886872718,58,131,1528.2,124
14,165,-70,59,17.784312599681023,11,19.395689369087695,16,50,313.5,10
116,609,194,245,21.42382117214894,73,19.77406018048164,82,187,1197.8,65
58,424,-73,183,11.185141902033022,71,15.944439056232888,66,207,1465.8,41
0,9,2,3,0.7933669354838685,1,12.943669162956716,25,4,49.6,3
22,325,215,144,9.915809775204355,35,15.320223025052378,37,126,1174.4,85
89,572,76,233,12.512346712320078,61,17.414754692280436,82,147,1577.1,71
48,320,-20,110,16.154109102646874,29,24.50662409846836,30,56,619.6,30
93,729,-85,255,15.398014517193344,69,23.990840641015797,78,150,1363.9,63
29,171,-115,70,14.535384452893958,26,15.800521179147289,80,61,473.4,22
0,2,-12,1,13.069574468085104,0,18.748629085325728,1,1,4.7,0
28,301,-57,128,13.784017434988185,69,26.733274017866744,28,63,676.8,152
11,95,-22,32,6.047990357221127,13,11.01350052506948,28,45,456.3,18
79,361,-199,119,12.935014314027748,65,20.37680663099532,72,111,908.2,111
128,627,93,203,16.321370391450074,96,18.55619646895036,50,131,1581.3,273
103,374,-56,109,22.130314433851808,42,27.65232592615861,29,206,597.9,48
130,956,251,413,27.41120153813738,73,19.98539175878327,65,606,1898.4,49
59,417,-26,170,12.87142889873224,57,16.91003808736456,77,116,1309.4,187
3,7,4,2,18.258979591836734,2,31.305697503332887,18,2,14.7,3
39,227,-152,94,11.82165720369056,56,11.886334669630736,66,173,1127.2,110
1,17,28,6,25.3168093385214,0,23.362946172767767,4,2,25.7,3
1,23,-11,9,10.73632085561497,4,10.70682842770361,62,11,93.5,6
87,503,240,205,13.847925343811394,55,14.033803904980338,81,207,1781.5,140
32,171,-101,64,18.57068610634648,19,21.37187364003077,43,81,349.8,16
54,357,-205,118,8.764701393755354,80,14.496881482729403,77,146,1284.3,135
2,21,3,9,1.3320280474649395,5,20.352453296653795,47,15,92.7,5
12,57,2,19,10.78842784693407,9,14.641793805331988,42,38,216.9,16
103,988,-85,353,18.47628316478287,115,24.992850998112303,58,125,1681.0,221
0,2,-5,1,0.9992187500000016,0,14.086221178518851,5,3,12.8,1
45,153,-39,54,14.305884057971014,19,19.292733546555237,36,47,379.5,15
40,720,110,267,20.7628052704152,54,21.37778812276842,46,140,1305.4,147
160,1712,22,659,23.40668014705881,253,32.106238489708815,82,262,2448.0,563
23,177,-124,77,12.369061172959944,29,10.936378986149514,76,114,871.3,57
23,250,106,98,11.75635115948888,23,13.663676489459013,29,77,845.2,60
0,26,6,10,7.037755905511807,3,17.795598052166213,10,6,76.2,3
41,251,-50,81,10.904488558036944,31,15.849624066038391,23,54,725.4,55
84,815,76,281,15.085633620446997,40,18.461082546038647,77,199,1776.3,48
6,36,-22,15,18.241173986486483,3,10.133185373655955,11,26,118.4,5
77,361,-64,133,14.515971948051943,64,20.43988089683185,82,91,962.5,138
211,1392,-228,505,18.132574971912536,160,27.145339962957,72,277,2314.2,211
125,760,-240,286,11.791463966964162,133,17.87234211182362,81,201,2252.1,324
2,9,-17,3,-0.0788822355289433,1,17.47125642207133,10,2,50.1,4
5,11,-33,3,14.71130718954248,1,16.42910188866914,4,8,30.6,0
0,2,-8,1,-1.6311363636363634,1,31.197458522680428,6,0,4.4,0
249,1061,411,406,22.916919131541395,118,15.51466350450425,79,697,2593.1,102
0,2,12,1,0.4583443708609285,0,19.51198152078943,15,4,15.1,1
19,163,70,72,16.70244217810963,34,13.710429261681906,76,119,549.1,27
89,544,-250,187,13.088179268852292,63,11.785944448540077,82,192,1961.3,269
0,0,-2,0,-35.627272727272725,0,42.116451557884005,7,0,1.1,0
6,42,12,16,7.647809859154936,9,19.73913732592486,9,14,142.0,15
22,207,-53,80,11.120870811682495,26,18.03621761157086,82,51,558.1,39
24,220,22,84,21.58219518190757,15,18.02499576767739,18,42,406.8,30
7,39,0,16,3.7913584660383473,10,8.704157257025194,55,36,307.7,10
70,555,-172,213,14.11992672609155,71,21.827904327799786,82,80,1323.8,219
34,354,71,139,14.68612468717798,59,12.667225976440902,61,174,1358.6,164
118,602,39,212,23.798509037718105,86,25.73309655617491,29,188,957.1,140
30,236,-46,86,13.529584787800845,31,20.28894028096857,49,57,544.3,51
6,18,-17,6,14.183970741901772,2,7.107794653326809,79,13,95.7,1
0,0,0,0,14.257979607256786,0,18.572275528227934,1,0,0.0,0
0,5,9,2,18.91692307692308,0,19.56358267567562,36,3,9.1,0
131,587,-60,228,22.44067211976233,59,18.38969227300974,66,279,1295.9,55
0,20,8,8,8.860645833333335,2,20.154593527866297,46,8,48.0,2
132,919,-88,319,17.634327459290652,59,20.53153040293773,70,226,1793.2,68
122,430,-69,141,15.91671635857682,82,22.54043957088117,41,108,1006.2,212
6,26,14,10,31.261097852028644,0,23.669537587711336,36,8,41.9,2
50,300,9,125,17.421500721500724,47,17.969104246652474,71,157,762.3,27
4,10,-11,2,34.20483870967742,1,28.03396183240635,10,0,9.3,0
203,835,130,269,13.75628600008336,159,18.93951296637755,79,227,2399.3,364
95,666,144,243,11.003107635607636,120,17.46068888885999,78,161,2116.4,286
214,1352,229,569,19.46883826029272,147,25.883357244104698,78,459,2411.9,185
1,7,8,3,21.61394366197183,0,19.06705225851905,18,2,14.2,1
63,554,330,244,18.139530727052637,68,18.06964783562055,81,237,1404.3,143
0,18,-3,8,5.355754985754985,1,12.814188852427602,6,18,105.3,4
1,20,-3,8,6.884413793103452,2,16.216332914728017,7,20,87.0,4
251,1590,214,609,30.25445877475817,178,33.49229303227755,57,392,1953.9,375
3,25,1,10,34.24829207920792,1,16.73077988608794,12,9,40.4,1
111,582,406,235,21.46073296772833,93,12.102473684124378,78,382,1896.4,188
2,53,-10,19,7.810077922077922,8,19.57248693640784,27,13,154.0,13
27,137,-39,55,16.918794628234522,16,21.708671129001285,50,65,305.3,16
8,53,10,21,17.743232157506153,9,21.158504903226405,49,19,121.9,8
25,166,-12,67,12.398600979858465,43,15.363582624361024,72,70,551.1,46
46,429,56,159,14.43563299514777,27,15.696555710077146,82,193,1133.5,42
79,494,42,179,16.555220595658763,71,23.86047676314981,42,91,990.5,174
25,173,-69,74,10.627279828457652,24,13.94910954545307,81,133,652.9,13
67,715,246,263,16.82454892817822,74,20.083756104666502,71,168,1544.1,205
6,115,42,41,12.929388906298962,12,15.166409845181358,24,22,319.1,20
50,240,-130,95,14.916196409431938,33,14.376510782066315,81,139,746.4,37
296,1603,368,652,22.82883588779063,123,29.84430073149924,75,599,2498.9,178
12,131,54,46,12.388234856007946,14,14.329712979453882,15,32,402.8,39
0,4,-11,2,9.006249999999998,0,22.73348390963255,15,1,9.6,1
44,527,36,211,15.792015838099426,55,19.565570055236105,81,99,1136.5,90
3,9,-13,3,12.392254641909814,2,12.825152390118705,17,4,37.7,0
48,708,247,251,14.158298111643868,72,18.6507127867868,77,202,1689.3,135
0,0,-3,0,-13.145609756097562,1,10.278456278633206,5,0,4.1,0
43,178,42,63,9.796950884086444,33,19.73806986568249,82,32,509.0,58
201,1451,229,549,29.43421353973385,130,30.464449574855777,55,205,1886.3,324
19,122,88,49,18.381285303973197,16,11.422932098917746,70,69,417.8,22
9,56,-67,21,6.262995049504949,10,11.379612452134891,22,23,282.8,13
32,184,7,67,10.841156561085972,20,17.157677639121243,70,42,552.5,35
19,154,-63,53,19.90248114224137,20,16.97822672685972,75,89,371.2,34
279,1089,-286,380,15.654644567051204,149,24.02493818614729,78,198,2193.1,212
37,224,-256,91,15.103365384615378,54,22.191265879274404,19,83,551.2,118
9,29,-1,8,9.946050847457627,5,25.02779270258389,25,3,59.0,3
0,0,0,0,14.257979607256786,0,18.572275528227934,14,0,0.0,0
50,697,-118,253,11.674983867906626,73,13.898568082961996,79,209,2107.6,119
66,430,-130,171,11.966687390924957,90,26.194800712217344,50,151,916.8,87
291,1478,-218,532,20.413576551668868,190,28.34499920371304,71,207,2495.7,433
14,83,-45,30,20.249777517564407,9,20.39912244058392,31,39,170.8,19
113,363,119,125,12.562951403009356,111,11.094795926754983,81,628,1967.2,43
0,2,-12,1,-5.089447513812153,0,18.56649708908165,13,3,18.1,2
20,330,295,146,11.114705445544557,86,13.404363211187173,82,363,1616.0,142
49,211,-150,64,19.182291066282428,31,21.10457979412731,28,35,416.4,78
295,1692,161,605,25.481536882561027,171,31.004829559464604,66,422,2289.7,276
50,185,-10,61,11.274451375559824,37,16.09623923145158,44,58,625.2,99
98,429,67,144,19.77694144586196,55,22.660162184886904,27,98,917.1,236
26,192,-98,71,11.147396729776249,22,22.731859735517624,37,25,464.8,77
50,682,264,271,16.584000406442108,88,15.49059746026685,79,309,1968.3,273
0,17,7,6,21.504571428571428,1,22.72484134467222,34,4,24.5,0
0,0,0,0,-5.209148936170212,0,9.551947412720294,8,1,4.7,0
24,255,76,89,15.537722513089015,30,15.481852279860163,22,149,725.8,32
23,238,-91,80,11.172862993298583,28,21.15449717487757,44,55,537.2,28
5,16,-2,5,10.943670886075951,1,18.624591817417752,3,6,47.4,0
5,71,67,29,13.372945900253592,5,11.534451235718366,14,35,236.6,10
14,156,-1,61,12.666781104801236,7,18.05913796898532,25,71,387.4,19
31,156,23,62,25.61837817913748,12,24.7125097752774,72,81,271.3,10
4,39,-26,14,15.134173703256936,7,22.887144794996853,10,9,82.9,12
3,13,-18,4,3.7406885245901655,2,28.06313579587413,12,1,30.5,6
50,295,-205,118,9.173776012530764,60,20.494886436492585,78,109,893.8,58
16,124,-17,54,10.366358463726886,37,14.58139976325897,82,109,562.4,20
73,610,51,263,12.13846607497373,105,20.444797767200075,66,349,1712.6,180
52,374,20,149,20.359372618000585,67,24.033198850547837,28,142,682.2,68
64,297,-206,108,11.537401356350186,44,14.640754393922936,50,108,973.2,33
15,55,-34,20,16.4987358276644,9,13.193510731359462,55,37,176.4,4
129,1251,301,457,21.006196632922528,115,29.929158273072517,68,227,1817.6,168
8,30,-16,11,30.583456561922365,2,17.048693936997896,5,15,54.1,5
18,62,-42,21,19.44817176870749,6,26.142301785336784,50,12,117.6,2
553,2002,397,689,37.64606932220306,219,35.077139007917864,68,644,2204.2,388
33,401,-55,151,10.692690725889369,58,19.3578031373687,80,76,972.6,94
295,1245,108,441,20.757852574352416,144,32.00836637982283,62,256,1876.2,200
282,1289,129,449,17.095930757459833,169,25.968583126033884,82,267,2614.0,447
71,416,179,150,15.025399141045742,59,12.827090440293118,82,116,1466.9,232
40,165,-70,58,9.656694126074491,28,16.439330579252076,53,120,558.4,8
23,225,-17,87,16.85798055178652,28,23.10972990116605,17,36,442.2,56
4,26,-16,11,11.450804416403791,2,20.86111483233535,5,3,63.4,7
18,104,35,37,16.218118479880772,8,14.25168091185921,28,37,268.4,8
9,56,-20,21,15.502514036182154,5,15.600241300309554,27,21,160.3,16
133,816,98,252,18.22800554684674,84,21.49741549378741,66,126,1658.6,295
6,12,-49,3,0.6277919320594472,10,16.06833462958253,18,8,94.2,14
555,1830,174,614,21.352097153862616,175,30.083701783071003,81,285,2803.8,315
6,45,21,17,8.086811520970189,3,10.734617140882238,21,26,197.9,4
105,811,-176,353,19.186833305744084,112,21.970333205966977,80,441,1812.3,104
54,410,-29,178,21.24006262190741,38,15.250194550110225,57,173,974.1,43
30,549,121,208,11.791192219954375,54,16.0849063261418,80,211,1665.8,49
8,74,-65,31,4.267040960451976,15,12.58556397141652,66,47,424.8,12
35,193,-44,79,20.357003193318583,26,23.78130540525443,26,108,407.1,24
149,643,357,247,16.128055788128496,61,11.777876896168076,82,470,2269.3,62
196,1438,49,573,27.253732194936383,180,27.401850124275597,69,483,2365.9,627
194,1035,-70,377,17.47672315111091,130,19.3489424617221,77,141,2218.9,318
6,34,-2,12,6.401604683195591,11,15.018055971881765,24,23,145.2,7
5,135,1,51,10.672503232957691,20,9.811769661415468,23,41,541.3,50
94,413,-34,144,14.1852337398374,65,22.74443210175412,59,100,984.0,147
82,348,-100,129,19.43603056327356,49,19.24925365753803,32,180,791.8,69
1,19,38,6,8.5112643020595,7,5.197400775151351,51,28,174.8,26
16,184,-86,78,12.423965474722564,40,22.913177226475376,58,28,405.5,30
20,154,135,67,26.6205132052821,13,17.01283622284692,49,69,333.2,20
14,62,9,24,19.260830903790087,6,19.39682092433301,20,22,137.2,2
15,334,-41,129,10.922355932203386,37,15.784936287924516,54,75,944.0,54
27,266,-99,96,10.870045623039632,45,18.38923724969868,77,77,701.4,35
103,667,117,247,15.177554597982567,73,12.783664665832292,73,226,2042.2,129
71,676,169,259,13.795948068694685,135,21.6043566451723,58,152,1706.1,325
173,681,-156,237,16.582264880780556,129,19.622241147915183,82,135,1732.1,334
114,894,95,326,13.875020202820473,101,15.88247415253526,82,240,2524.4,259
48,739,-113,290,19.133918844240934,70,26.34398274833673,36,119,1266.7,163
132,665,96,219,15.153928910515075,85,18.083312494301133,76,122,1685.2,237
21,215,88,88,21.003041033118105,20,19.873328808539128,23,107,480.1,27
127,694,9,262,21.037955296823338,119,22.29956121563984,55,357,1391.4,149
1,18,2,7,18.596391184573005,1,17.5970640305623,28,4,36.3,5
99,715,-46,264,13.977997876620464,79,18.50615349533916,60,144,1789.6,153
132,756,-345,274,8.860981889129235,71,17.443203707231035,82,271,2357.7,84
290,1205,-117,400,20.74829333624884,109,28.66990219065726,59,215,1829.3,152
27,114,-15,41,20.362917297788552,14,15.874827422647703,38,105,330.1,50
148,744,38,270,13.067401674562085,76,19.44329154235987,49,217,1815.4,89
80,392,110,156,21.96719080737829,44,14.100925863581134,48,168,992.1,53
50,265,-74,107,22.710140050167222,29,21.21471318355169,39,72,478.4,27
258,1234,428,409,19.692209206401586,142,23.591313212297397,82,613,2424.4,185
13,91,1,31,11.103696522006777,5,12.995822787481677,29,48,324.9,19
22,98,5,33,13.969684659090907,11,11.568954950530994,28,37,352.0,29
209,1732,118,667,18.19495399664808,151,26.654701778712496,82,268,2923.7,272
2,6,14,2,-4.250373134328358,3,19.69441275591917,11,1,26.8,1
33,267,-96,117,11.448580178173724,60,12.758108106160265,62,148,1077.6,47
65,920,-318,427,22.904099803756655,99,21.212955128387136,56,433,1783.5,90
87,994,428,359,16.04067027574389,193,17.523888021830444,82,295,2567.6,469
69,967,-8,361,13.914040390822649,80,17.43028449990819,82,221,2292.6,175
34,232,-143,99,16.280898876404493,58,12.660489847444772,54,241,1014.6,103
43,197,18,77,14.17712822936358,23,14.81842962968033,55,90,634.8,11
16,99,-10,34,17.46961716449306,27,21.594882516269205,69,16,237.7,62
289,1604,315,616,30.213077168876804,248,27.586882064636765,81,637,2503.6,580
23,113,-107,45,6.868679245283019,17,15.142899264635895,31,47,450.5,20
77,476,-8,179,13.478271663504106,70,17.918962844590997,68,187,1264.8,65
0,0,0,0,14.257979607256786,0,18.572275528227934,1,0,0.0,0
53,480,-133,198,20.629854310962504,60,24.12713087277208,32,137,837.4,58
43,599,62,248,13.034678563511417,81,16.83068142259114,66,210,1804.4,134
117,648,-187,234,12.5207352310113,115,23.53312822450725,66,107,1398.2,127
2,58,-54,25,5.581601223865379,24,19.37963809100187,58,15,196.1,34
0,2,-4,1,0.4221632653061226,2,15.35318690412398,11,0,24.5,1
75,447,-126,147,13.64230175544794,54,15.665786995518747,48,237,1321.6,125
179,1033,77,380,18.91277574463759,93,22.48124722549534,81,275,1967.4,186
0,8,-14,3,9.84252577319588,0,22.5037065892189,14,0,19.4,3
14,122,56,54,13.19830124167716,16,11.37828211329423,40,135,555.7,62
31,319,70,130,13.374292589027917,44,13.966758215084798,78,109,1039.0,79
4,14,-15,5,5.58630769230769,5,10.500744291570667,21,14,130.0,13
0,3,5,1,275.334,0,90.5263350838122,17,0,0.5,0
4,35,-45,13,4.855179153094465,5,16.836139248282564,45,14,122.8,4
204,1260,44,441,17.503686486958802,148,24.672960120831338,82,171,2288.9,344
74,379,-14,136,19.024267607474197,73,24.8232850080991,38,109,765.3,164
128,872,68,334,15.655559823895029,84,16.153318453304518,81,321,2316.8,209
20,253,-31,99,9.797479375896703,16,10.01488657221332,53,143,1115.2,26
103,767,-192,301,16.46010392765556,79,23.642984564642987,82,222,1481.8,75
15,105,-25,45,12.276763432645788,19,12.75186906480346,25,69,392.7,8
36,224,-119,94,8.216335936303784,53,20.59647814464927,74,86,653.1,22
222,1077,2,368,14.167755333043102,145,23.637294098094188,77,108,2297.0,241
112,506,166,197,17.49325536730914,65,12.715570302394513,82,165,1457.9,69
525,2133,139,738,23.820102569209315,287,31.97832513988376,80,367,3012.6,469
40,318,-75,106,10.900463816048507,33,10.841386466242168,82,161,1269.9,57
132,921,839,339,17.85796184738956,133,17.27557059179031,80,533,2490.0,291
1,11,-20,4,0.45137931034483,9,16.988381755925147,12,16,60.9,6
0,0,-2,0,-3.7371212121212127,1,13.267591302607782,4,4,13.2,0
62,355,-221,145,10.35117107393416,51,17.495108328851508,66,169,1111.8,25
6,14,-33,4,5.626558603491269,3,7.352808279371975,35,5,80.2,0
25,291,40,133,16.23928965704461,97,14.437055968286538,44,223,1105.1,256
6,23,5,8,12.554969040247686,4,21.419696104228603,30,3,64.6,7
98,836,85,302,11.827583282239928,77,20.21070813911095,80,134,1957.2,92
0,6,13,3,1.4573311897106136,1,15.590285683499053,12,6,31.1,0
44,363,-40,128,15.710263391535952,33,21.98466514606861,44,59,675.8,41
16,83,-16,29,15.54736649931538,12,16.71005957682439,27,22,219.1,33
14,112,-58,48,13.629902847571191,25,16.306783056174343,81,28,298.5,19
75,839,74,382,15.402278051787912,91,17.611662495435706,82,276,2270.8,80
53,401,72,162,10.246709155111532,58,18.22057708919026,82,158,1161.1,61
2,11,-14,4,0.0932816537467667,3,23.54110041201909,2,2,38.7,3
6,48,-25,21,16.62981673306773,5,16.930915225692523,11,10,125.5,5
99,539,72,196,14.998287740628168,39,17.995852231977622,58,204,1381.8,82
46,240,-61,86,16.490860283238217,44,25.821059075891544,26,18,473.1,104
135,349,-132,107,12.427491558128317,69,14.626291072129332,81,214,1243.8,58
13,135,-87,55,12.441350695210764,30,16.739916015276332,32,31,453.1,64
43,275,-203,97,9.323002996796529,25,13.144195491024742,48,110,967.7,35
308,1873,574,652,25.27670930109983,294,28.364837567757,80,288,2845.9,666
24,198,-149,79,10.04370315448908,18,12.137251539813336,55,103,741.8,27
15,115,-51,40,10.901587202007526,9,16.173862532894987,27,30,318.8,21
58,506,-178,183,12.115445498727142,78,14.2924574763061,71,152,1728.4,168
100,330,2,105,18.56919093851133,39,29.12018477312636,72,188,618.0,42
8,102,19,39,13.110889046941676,15,17.090056586286266,45,44,281.2,21
11,68,-74,24,16.006235230934486,9,17.04898268019059,21,35,186.2,12
38,287,-17,124,21.704066472457622,45,16.487353047196315,82,150,755.2,27
50,413,-99,147,11.44103198419088,83,16.49672055033262,56,238,1366.3,150
55,441,185,186,18.8712752552683,42,11.9212001917383,66,248,1380.9,119
1,15,-2,6,7.87207317073171,6,16.534780536378925,5,4,65.6,8
232,1300,-41,457,20.20403765690376,174,20.366569752745328,82,295,2629.0,450
206,941,84,332,16.933766293513266,163,22.985984626751733,61,181,1956.3,351
191,953,-113,318,13.665926839108804,90,19.52971837005016,82,304,2230.7,98
0,0,10,0,-13.063333333333333,0,14.597973434970376,2,0,3.0,0
313,1417,269,457,20.241323246794096,194,23.080333543416437,79,281,2861.9,586
19,222,-133,99,18.84172628875435,37,18.00917692838689,79,136,545.1,29
266,980,436,357,21.52252030642492,107,15.533167537518766,82,792,2597.7,90
5,76,24,33,17.748143289606453,4,14.57069863585243,13,24,198.2,18
17,97,-22,34,9.68737278761062,18,30.60067521179649,26,8,180.8,23
0,6,28,2,5.5207228915662645,2,4.579993868175944,3,13,66.4,0
29,144,-32,56,18.53501906577693,9,14.19461290483413,47,68,419.6,36
122,642,-221,251,20.846820080560946,75,20.918362788927496,62,251,1340.6,88
64,310,-107,108,12.61548969316994,38,12.524194568593158,51,104,1052.7,49
20,291,177,96,12.555665553650392,20,10.54741744660435,57,181,1108.1,43
77,608,-87,247,19.761149487317866,59,23.64723853668182,45,212,1111.8,43
89,534,-40,197,15.056877848008227,116,20.65709412677461,54,154,1360.6,225
157,829,258,289,19.77832836787564,85,23.677605977054032,69,144,1544.0,204
5,39,-14,16,14.161460234680575,6,23.566488722219983,21,8,76.7,2
344,1830,164,647,29.77927422206506,281,36.16302684401157,68,473,2262.4,567
67,864,127,285,13.79839898099157,52,17.410626739946714,78,195,2041.2,79
55,415,58,161,19.501714551742484,72,28.247740172062137,39,82,751.8,211
6,24,-44,9,16.393434856175972,3,15.891896445440008,24,6,59.1,3
18,96,-43,39,11.10059492847854,17,15.600908532403624,23,48,307.6,7
3,17,-5,7,24.27996268656716,1,25.884413309982484,5,5,26.8,0
47,216,-23,76,9.207350908625545,27,15.364166305079427,58,91,781.4,39
122,1048,230,366,13.467035355948406,141,16.588264212801064,82,382,2930.2,209
46,222,-40,88,13.451187057068251,40,9.673357719422974,82,261,1072.4,8
1,7,2,2,8.351523178807948,1,23.107413654603327,11,0,15.1,1
223,1248,219,422,18.29442546802421,118,23.90049541070512,69,238,2131.3,120
40,277,-97,110,15.151025006870022,31,15.288815822949516,62,73,727.8,18
6,29,-22,11,4.618600386100388,12,20.689261108115385,48,21,103.6,6
219,939,-7,360,22.730231324179663,122,16.34546206245637,73,583,2148.5,87
21,230,5,87,13.73407790528528,19,13.946213648665562,33,62,618.7,32
304,1830,189,643,23.46193443580476,168,29.34155079618886,82,263,2739.3,434
7,31,27,11,8.655861214374225,2,20.913058317469638,43,5,80.7,5
26,520,-25,197,15.020277552345402,48,17.221966305595565,71,146,1232.2,104
23,76,46,26,15.345070378479829,16,12.963615788437409,79,64,319.7,39
17,284,-85,108,14.82384437373445,35,18.33515468126179,53,76,691.4,69
0,0,0,0,18.38375,0,0.0,3,1,0.8,0
4,37,-36,15,10.975832540437676,2,18.60024894490861,24,12,105.1,10
254,836,-8,261,18.11171479486452,195,17.501730948830943,76,237,2469.1,682
232,1466,257,534,27.15242402278021,139,31.202389798698395,61,194,1931.5,306
61,475,-60,171,14.428523991809852,63,19.285676579248555,48,102,1123.3,112
12,45,25,16,15.31531582682754,3,12.818675111742705,21,14,140.9,10
0,0,0,0,14.257979607256786,0,18.572275528227934,1,0,0.0,0
85,638,177,265,14.295787019533712,89,20.3176359920536,73,104,1587.0,285
5,67,-60,29,6.562655642023344,25,23.349265110705996,10,33,205.6,31
42,282,0,96,14.014853069901212,38,16.043736281360214,34,116,799.7,50
2,18,-88,7,3.3400000000000016,8,12.380229895592542,8,20,123.5,5
42,450,216,158,10.856259087582336,61,9.654957052819926,71,362,2049.5,180
669,2135,149,704,33.53177980132451,192,32.95423674408251,70,270,2416.0,371
19,143,-20,50,18.951388494318184,17,20.109915336119364,9,18,281.6,18
48,753,-180,292,19.319965056997187,92,18.22333334419828,58,134,1745.7,309
85,515,-123,192,12.031038544695448,68,18.122804096825007,79,175,1341.3,64
37,167,-61,63,14.835095044679123,26,13.568183013852872,31,115,615.5,43
118,902,40,296,14.624646558105107,105,19.633696994802065,78,140,2161.6,316
120,726,-50,272,22.119450377702528,76,28.014694986026814,36,139,1151.7,173
